path_a,path_b,label
raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181602.jpg,raw_datasets_terracepacels/siamese_terrace_77/IMG20260424111151.jpg,0
raw_datasets_terracepacels/siamese_terrace_24/IMG20260423175834.jpg,raw_datasets_terracepacels/siamese_terrace_52/IMG20260424102953.jpg,0
raw_datasets_terracepacels/siamese_terrace_15/IMG20260423175026.jpg,raw_datasets_terracepacels/siamese_terrace_91/IMG20260424113112.jpg,0
raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102450.jpg,raw_datasets_terracepacels/siamese_terrace_65/IMG20260424105706.jpg,0
raw_datasets_terracepacels/siamese_terrace_76/IMG20260424111022.jpg,raw_datasets_terracepacels/siamese_terrace_86/IMG20260424112656.jpg,0
raw_datasets_terracepacels/siamese_terrace_52/IMG20260424102935.jpg,raw_datasets_terracepacels/siamese_terrace_47/IMG20260424102216.jpg,0
raw_datasets_terracepacels/siamese_terrace_29/IMG20260423180912.jpg,raw_datasets_terracepacels/siamese_terrace_29/IMG20260423180930.jpg,1
raw_datasets_terracepacels/siamese_terrace_3/IMG20260423172535.jpg,raw_datasets_terracepacels/siamese_terrace_48/IMG20260424102321.jpg,0
raw_datasets_terracepacels/siamese_terrace_24/IMG20260423175852.jpg,raw_datasets_terracepacels/siamese_terrace_38/IMG20260424101101.jpg,0
raw_datasets_terracepacels/siamese_terrace_30/IMG20260423181004.jpg,raw_datasets_terracepacels/siamese_terrace_30/IMG20260423181013.jpg,1
raw_datasets_terracepacels/siamese_terrace_35/IMG20260423181516.jpg,raw_datasets_terracepacels/siamese_terrace_91/IMG20260424113100.jpg,0
raw_datasets_terracepacels/siamese_terrace_15/IMG20260423175026.jpg,raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102033.jpg,0
raw_datasets_terracepacels/siamese_terrace_82/IMG20260424111536.jpg,raw_datasets_terracepacels/siamese_terrace_95/IMG20260424113335.jpg,0
raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102043.jpg,raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102443.jpg,0
raw_datasets_terracepacels/siamese_terrace_84/IMG20260424112502.jpg,raw_datasets_terracepacels/siamese_terrace_87/IMG20260424112802.jpg,0
raw_datasets_terracepacels/siamese_terrace_94/IMG20260424113300.jpg,raw_datasets_terracepacels/siamese_terrace_94/IMG20260424113311.jpg,1
raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110159.jpg,raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110203.jpg,1
raw_datasets_terracepacels/siamese_terrace_65/IMG20260424105712.jpg,raw_datasets_terracepacels/siamese_terrace_12/IMG20260423174707.jpg,0
raw_datasets_terracepacels/siamese_terrace_55/IMG20260424103533.jpg,raw_datasets_terracepacels/siamese_terrace_55/IMG20260424103555.jpg,1
raw_datasets_terracepacels/siamese_terrace_54/IMG20260424103344.jpg,raw_datasets_terracepacels/siamese_terrace_54/IMG20260424103358.jpg,1
raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111218.jpg,raw_datasets_terracepacels/siamese_terrace_31/IMG20260423181058.jpg,0
raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181622.jpg,raw_datasets_terracepacels/siamese_terrace_70/IMG20260424110406.jpg,0
raw_datasets_terracepacels/siamese_terrace_86/IMG20260424112647.jpg,raw_datasets_terracepacels/siamese_terrace_86/IMG20260424112656.jpg,1
raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112358.jpg,raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112412.jpg,1
raw_datasets_terracepacels/siamese_terrace_7/IMG20260423173227.jpg,raw_datasets_terracepacels/siamese_terrace_93/IMG20260424113222.jpg,0
raw_datasets_terracepacels/siamese_terrace_72/IMG20260424110703.jpg,raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102450.jpg,0
raw_datasets_terracepacels/siamese_terrace_67/IMG20260424105927.jpg,raw_datasets_terracepacels/siamese_terrace_67/IMG20260424105942.jpg,1
raw_datasets_terracepacels/siamese_terrace_51/IMG20260424102858.jpg,raw_datasets_terracepacels/siamese_terrace_51/IMG20260424102904.jpg,1
raw_datasets_terracepacels/siamese_terrace_11/IMG20260423174019.jpg,raw_datasets_terracepacels/siamese_terrace_11/IMG20260423174033.jpg,1
raw_datasets_terracepacels/siamese_terrace_74/IMG20260424110838.jpg,raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110159.jpg,0
raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180006.jpg,raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180011.jpg,1
raw_datasets_terracepacels/siamese_terrace_18/IMG20260423175353.jpg,raw_datasets_terracepacels/siamese_terrace_18/IMG20260423175402.jpg,1
raw_datasets_terracepacels/siamese_terrace_79/IMG20260424111321.jpg,raw_datasets_terracepacels/siamese_terrace_79/IMG20260424111332.jpg,1
raw_datasets_terracepacels/siamese_terrace_70/IMG20260424110443.jpg,raw_datasets_terracepacels/siamese_terrace_81/IMG20260424111442.jpg,0
raw_datasets_terracepacels/siamese_terrace_51/IMG20260424102909.jpg,raw_datasets_terracepacels/siamese_terrace_51/IMG20260424102919.jpg,1
raw_datasets_terracepacels/siamese_terrace_35/IMG20260423181516.jpg,raw_datasets_terracepacels/siamese_terrace_32/IMG20260423181159.jpg,0
raw_datasets_terracepacels/siamese_terrace_54/IMG20260424103350.jpg,raw_datasets_terracepacels/siamese_terrace_74/IMG20260424110850.jpg,0
raw_datasets_terracepacels/siamese_terrace_82/IMG20260424111516.jpg,raw_datasets_terracepacels/siamese_terrace_47/IMG20260424102216.jpg,0
raw_datasets_terracepacels/siamese_terrace_92/IMG20260424113145.jpg,raw_datasets_terracepacels/siamese_terrace_92/IMG20260424113150.jpg,1
raw_datasets_terracepacels/siamese_terrace_31/IMG20260423181038.jpg,raw_datasets_terracepacels/siamese_terrace_76/IMG20260424111038.jpg,0
raw_datasets_terracepacels/siamese_terrace_50/IMG20260424102547.jpg,raw_datasets_terracepacels/siamese_terrace_50/IMG20260424102555.jpg,1
raw_datasets_terracepacels/siamese_terrace_28/IMG20260423180412.jpg,raw_datasets_terracepacels/siamese_terrace_28/IMG20260423180419.jpg,1
raw_datasets_terracepacels/siamese_terrace_57/IMG20260424103932.jpg,raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181602.jpg,0
raw_datasets_terracepacels/siamese_terrace_7/IMG20260423173219.jpg,raw_datasets_terracepacels/siamese_terrace_25/IMG20260423175950.jpg,0
raw_datasets_terracepacels/siamese_terrace_81/IMG20260424111442.jpg,raw_datasets_terracepacels/siamese_terrace_22/IMG20260423175727.jpg,0
raw_datasets_terracepacels/siamese_terrace_38/IMG20260424101049.jpg,raw_datasets_terracepacels/siamese_terrace_67/IMG20260424105936.jpg,0
raw_datasets_terracepacels/siamese_terrace_44/IMG20260424101831.jpg,raw_datasets_terracepacels/siamese_terrace_4/IMG20260423172859.jpg,0
raw_datasets_terracepacels/siamese_terrace_24/IMG20260423175838.jpg,raw_datasets_terracepacels/siamese_terrace_24/IMG20260423175852.jpg,1
raw_datasets_terracepacels/siamese_terrace_3/IMG20260423172527.jpg,raw_datasets_terracepacels/siamese_terrace_3/IMG20260423172551.jpg,1
raw_datasets_terracepacels/siamese_terrace_84/IMG20260424112511.jpg,raw_datasets_terracepacels/siamese_terrace_53/IMG20260424103028.jpg,0
raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180000.jpg,raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180020.jpg,1
raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110126.jpg,raw_datasets_terracepacels/siamese_terrace_58/IMG20260424104148.jpg,0
raw_datasets_terracepacels/siamese_terrace_3/IMG20260423172520.jpg,raw_datasets_terracepacels/siamese_terrace_3/IMG20260423172527.jpg,1
raw_datasets_terracepacels/siamese_terrace_41/IMG20260424101333.jpg,raw_datasets_terracepacels/siamese_terrace_41/IMG20260424101342.jpg,1
raw_datasets_terracepacels/siamese_terrace_46/IMG20260424102114.jpg,raw_datasets_terracepacels/siamese_terrace_46/IMG20260424102134.jpg,1
raw_datasets_terracepacels/siamese_terrace_35/IMG20260423181459.jpg,raw_datasets_terracepacels/siamese_terrace_35/IMG20260423181510.jpg,1
raw_datasets_terracepacels/siamese_terrace_51/IMG20260424102858.jpg,raw_datasets_terracepacels/siamese_terrace_21/IMG20260423175650.jpg,0
raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111159.jpg,raw_datasets_terracepacels/siamese_terrace_6/IMG20260423173051.jpg,0
raw_datasets_terracepacels/siamese_terrace_6/IMG20260423173100.jpg,raw_datasets_terracepacels/siamese_terrace_6/IMG20260423173113.jpg,1
raw_datasets_terracepacels/siamese_terrace_9/IMG20260423173738.jpg,raw_datasets_terracepacels/siamese_terrace_55/IMG20260424103548.jpg,0
raw_datasets_terracepacels/siamese_terrace_32/IMG20260423181145.jpg,raw_datasets_terracepacels/siamese_terrace_32/IMG20260423181208.jpg,1
raw_datasets_terracepacels/siamese_terrace_70/IMG20260424110418.jpg,raw_datasets_terracepacels/siamese_terrace_70/IMG20260424110443.jpg,1
raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102024.jpg,raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102050.jpg,1
raw_datasets_terracepacels/siamese_terrace_41/IMG20260424101357.jpg,raw_datasets_terracepacels/siamese_terrace_48/IMG20260424102321.jpg,0
raw_datasets_terracepacels/siamese_terrace_5/IMG20260423172945.jpg,raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102033.jpg,0
raw_datasets_terracepacels/siamese_terrace_18/IMG20260423175353.jpg,raw_datasets_terracepacels/siamese_terrace_18/IMG20260423175358.jpg,1
raw_datasets_terracepacels/siamese_terrace_54/IMG20260424103330.jpg,raw_datasets_terracepacels/siamese_terrace_54/IMG20260424103337.jpg,1
raw_datasets_terracepacels/siamese_terrace_57/IMG20260424103926.jpg,raw_datasets_terracepacels/siamese_terrace_5/IMG20260423172959.jpg,0
raw_datasets_terracepacels/siamese_terrace_29/IMG20260423180917.jpg,raw_datasets_terracepacels/siamese_terrace_29/IMG20260423180930.jpg,1
raw_datasets_terracepacels/siamese_terrace_21/IMG20260423175625.jpg,raw_datasets_terracepacels/siamese_terrace_55/IMG20260424103548.jpg,0
raw_datasets_terracepacels/siamese_terrace_86/IMG20260424112635.jpg,raw_datasets_terracepacels/siamese_terrace_86/IMG20260424112656.jpg,1
raw_datasets_terracepacels/siamese_terrace_72/IMG20260424110657.jpg,raw_datasets_terracepacels/siamese_terrace_22/IMG20260423175739.jpg,0
raw_datasets_terracepacels/siamese_terrace_38/IMG20260424101043.jpg,raw_datasets_terracepacels/siamese_terrace_38/IMG20260424101057.jpg,1
raw_datasets_terracepacels/siamese_terrace_52/IMG20260424103001.jpg,raw_datasets_terracepacels/siamese_terrace_52/IMG20260424103008.jpg,1
raw_datasets_terracepacels/siamese_terrace_19/IMG20260423175419.jpg,raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112358.jpg,0
raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180011.jpg,raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180020.jpg,1
raw_datasets_terracepacels/siamese_terrace_67/IMG20260424105911.jpg,raw_datasets_terracepacels/siamese_terrace_67/IMG20260424105922.jpg,1
